First Name,Last Name,user_id,email,role,functional_unit,department,team,supervisor,NINO,address,city,county,postal,phone
Evelyn Nevada,Curtis,ENC0234,Evelyn.Nevada.Curtis@dtaa.com,Physicist,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson,AU694891A,,,,,01368-497445
Dante Raja,Roberts,DRR0162,Dante.Raja.Roberts@dtaa.com,AdministrativeAssistant,5 - SalesAndMarketing,1 - MarketAnalysis,,Dacey Jorden Bowen,NN025532C,67 Micawber St,Brockley Ward,Greater London,SE14 6RQ,01341-997268
Megan Simone,Hess,MSH0040,Megan.Simone.Hess@dtaa.com,ITAdmin,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,WR627521D,,,,,01469-888112
Yasir Wade,Wilcox,YWW0660,Yasir.Wade.Wilcox@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,BW711916B,,,,,01816-462521
Mark Yardley,Dunlap,MYD0978,Mark.Yardley.Dunlap@dtaa.com,HumanResourceSpecialist,1 - Adminstration,1 - Personnel,,Bethany Xerxes Johnson,IC502980A,5 Chadwick St #7,Llangeler Community,Ceredigion,SA44 5HF,01300-650262
Ayanna Sylvia,Blankenship,ASB0796,Ayanna.Sylvia.Blankenship@dtaa.com,Mathematician,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,WG289796C,,,,,01998-694754
Heather Fredericka,Baird,HFB0347,Heather.Fredericka.Baird@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,GG017491C,,,,,01404-425588
Clio Ocean,Faulkner,COF0120,Clio.Ocean.Faulkner@dtaa.com,AdministrativeAssistant,3 - Manufacturing,1 - IndustrialEngineering,,Grant Tyrone Doyle,VA048026C,,,,,01691-316298
Armand Odysseus,Key,AOK0844,Armand.Odysseus.Key@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,DF044372C,,,,,01753-900033
Kirby Ruby,Lyons,KRL0501,Kirby.Ruby.Lyons@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,DB787688A,95 Denton St,Wollaton West Ward,Nottinghamshire,NG8 2NB,01311-723137
Kennedy Shad,Parker,KSP0357,Kennedy.Shad.Parker@dtaa.com,ITAdmin,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,UF074349C,,,,,01793-443665
Harlan Jason,Benjamin,HJB0742,Harlan.Jason.Benjamin@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,LJ153545D,4 Burnall St,Beeston West Ward,Nottinghamshire,NG9 1AE,01911-775929
Melvin Brody,Garza,MBG0438,Melvin.Brody.Garza@dtaa.com,TestEngineer,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,HT725957A,,,,,01344-670413
Thaddeus Emery,Martin,TEM0093,Thaddeus.Emery.Martin@dtaa.com,MaterialsEngineer,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,ZS438901A,,,,,01658-509610
Vernon Finn,Mcgee,VFM0814,Vernon.Finn.Mcgee@dtaa.com,ComputerProgrammer,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,LW720356D,,,,,01956-525612
Garrett Omar,Kelly,GOK0238,Garrett.Omar.Kelly@dtaa.com,ComputerScientist,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,DW466922D,,,,,01606-772920
Isaiah Upton,Buchanan,IUB0565,Isaiah.Upton.Buchanan@dtaa.com,SoftwareEngineer,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,RD533856C,3 North View #35,Burmantofts and Richmond Hill ,West Yorkshire,LS9 7JH,01675-779811
Medge Serina,Obrien,MSO0222,Medge.Serina.Obrien@dtaa.com,ITAdmin,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,CS510433A,135 Opie St,Howard Town Ward,Derbyshire,SK13 8BB,01352-599278
Allegra Bree,Coffey,ABC0174,Allegra.Bree.Coffey@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,MG135046B,1 Askew St,Farnham,Surrey,GU9 9AS,01974-720949
Xander Walter,Doyle,XWD0923,Xander.Walter.Doyle@dtaa.com,Mathematician,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,QH369445D,,,,,01614-431131
Merrill Hiram,Hess,MHH0180,Merrill.Hiram.Hess@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,RE696741A,,,,,01361-927368
Finn Tucker,Medina,FTM0406,Finn.Tucker.Medina@dtaa.com,SystemsEngineer,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,QS881887B,37 Meadow St,Laindon Park Ward,Essex,SS15 6LE,01329-374051
Eden Deborah,Ball,EDB0714,Eden.Deborah.Ball@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,RY188922B,3 Nevison St,Lymington and Pennington,Hampshire,SO41 1DL,01373-498883
Troy Nicolas,Molina,TNM0961,Troy.Nicolas.Molina@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,TY342697C,5662 William Moult St,Aylesbury,Buckinghamshire,HP21 8PP,01950-708083
Ivy Charissa,Solis,ICS0956,Ivy.Charissa.Solis@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,EN335206B,,,,,01366-667615
Bertha Yetta,Parrish,BYP0070,Bertha.Yetta.Parrish@dtaa.com,SoftwareEngineer,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,UJ779004A,,,,,01406-216625
Geoffrey Harlan,Lara,GHL0460,Geoffrey.Harlan.Lara@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,SC975400A,5562 Fairfield St #847,Ryde,Isle of Wight,PO33 1HH,01245-616596
Sean Omar,Burgess,SOB0360,Sean.Omar.Burgess@dtaa.com,ITAdmin,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,BF824984B,,,,,01679-150583
Aurora Katell,Rhodes,AKR0057,Aurora.Katell.Rhodes@dtaa.com,AdministrativeAssistant,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson,YC410473C,39 Wye St,Wakefield North Ward,West Yorkshire,WF1 1DR,01322-491007
Abel Adam,Morton,AAM0658,Abel.Adam.Morton@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,BR401068C,2732 Bostock St #1,St. Enoder,Cornwall,TR9 6NJ,01716-613102
Jermaine Mannix,Hansen,JMH0543,Jermaine.Mannix.Hansen@dtaa.com,Scientist,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,GC645490D,,,,,01962-844141
Caldwell Ian,Maxwell,CIM0926,Caldwell.Ian.Maxwell@dtaa.com,Scientist,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,FG117052C,,,,,01507-583669
Peter Gil,Harrington,PGH0184,Peter.Gil.Harrington@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,AI334577B,,,,,01322-480025
Tara Alma,Potts,TAP0551,Tara.Alma.Potts@dtaa.com,Physicist,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,MY729321B,2 Birchfield Rd,Whittington,Shropshire,SY11 4PH,01882-970809
Bernard Tobias,Landry,BTL0226,Bernard.Tobias.Landry@dtaa.com,Physicist,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson,DN527116A,7523 Kempton Rd,Cockerton West Ward,Darlington,DL3 0JF,01607-329400
Meghan Phoebe,Macias,MPM0220,Meghan.Phoebe.Macias@dtaa.com,ITAdmin,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,LD694703B,6305 Elstow St,Castle Ward,West Sussex,BN12 6PR,01919-185409
Vernon Samuel,Sawyer,VSS0154,Vernon.Samuel.Sawyer@dtaa.com,AdministrativeStaff,4 - Finance,2 - Payroll,,Vera Mollie Jenkins,PC126255C,218 Greenbank Drive,Devizes,Wiltshire,SN10 3DU,01594-744010
Riley Ginger,Guy,RGG0064,Riley.Ginger.Guy@dtaa.com,SoftwareEngineer,2 - ResearchAndEngineering,2 - SoftwareManagement,,Todd Vance Spears,DL308032D,8921 Forge St,Colnbrook with Poyle,Buckinghamshire,SL3 0PY,01576-627827
Melissa Ava,Stuart,MAS0025,Melissa.Ava.Stuart@dtaa.com,InstructionalCoordinator,1 - Adminstration,3 - Training,,Walter Kaseem Foley,HE510804D,3060 St Ambrose Grove #261,Aldridge Central and South War,West Midlands,WS9 8UR,01634-662999
Leilani Quail,Callahan,LQC0479,Leilani.Quail.Callahan@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,AF890373B,8388 Bessemer St #5,East Putney Ward,Greater London,SW15 2RP,01725-615270
Maxwell Clark,Faulkner,MCF0600,Maxwell.Clark.Faulkner@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,IT605085D,87 Pownall Sq,Sawston,Cambridgeshire,CB22 3BB,01266-695304
Flavia Fiona,Cannon,FFC0891,Flavia.Fiona.Cannon@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,LO260459B,,,,,01983-847833
Amal Judah,Rich,AJR0932,Amal.Judah.Rich@dtaa.com,ComputerProgrammer,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,JY724835C,5147 Blackstone St,Letchworth South West Ward,Hertfordshire,SG6 3LE,01989-617161
Benjamin Lewis,Sweeney,BLS0678,Benjamin.Lewis.Sweeney@dtaa.com,Mathematician,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,TJ095904B,7 Shenstone St,Longhill Ward,"Yorkshire, East (North Humbers",HU8 9PZ,01934-427282
Raymond Arsenio,Blackwell,RAB0589,Raymond.Arsenio.Blackwell@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,OU308805D,129 Alexander Pope St,Franche Ward,Hereford and Worcester,DY11 9BW,01492-454455
Erasmus Cameron,Franco,ECF0828,Erasmus.Cameron.Franco@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,OG048691C,,,,,01423-202676
Jonathan John,Martinez,JJM0203,Jonathan.John.Martinez@dtaa.com,Engineer,6 - PurchasingAndContracts,3 - Contracts,,Whoopi Britanney Camacho,LD554885C,1 Birkett St,Shard End Ward,West Midlands,B33 0NH,01966-685595
Simone Scarlet,Rose,SSR0278,Simone.Scarlet.Rose@dtaa.com,TestEngineer,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,XK509789A,,,,,01611-691262
Ezra Hilel,Dyer,EHD0584,Ezra.Hilel.Dyer@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,IZ935039A,61 Rossett St,Chichester,West Sussex,PO19 1RH,01576-536794
Cyrus Connor,Atkinson,CCA0046,Cyrus.Connor.Atkinson@dtaa.com,ITAdmin,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,MV465010D,41 Canning St,Steornabhagh a Deas Ward,Western Isles,HS1 2PZ,01710-616480
Xerxes Howard,Wilcox,XHW0498,Xerxes.Howard.Wilcox@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,AC142569C,8289 Cadogan St,South Ward,North Eart Lincolnshire,DN33 1AU,01907-958462
Brenden Samuel,Shaffer,BSS0369,Brenden.Samuel.Shaffer@dtaa.com,ITAdmin,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,PK643104B,211 Hobart St,Newquay,Cornwall,TR7 1LS,01242-422459
Holly Xerxes,Lara,HXL0968,Holly.Xerxes.Lara@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,OU078843B,114 Falkland St #8845,Brimpton,Berkshire,RG7 4RF,01455-958797
Amelia Rhoda,Burgess,ARB0834,Amelia.Rhoda.Burgess@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,SP635549D,,,,,01879-572287
Arthur Lucian,Bonner,ALB0892,Arthur.Lucian.Bonner@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,GT691949A,,,,,01925-895879
Indira Jocelyn,Mack,IJM0776,Indira.Jocelyn.Mack@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,HD012526B,6949 Bourne St,Lye and Stourbridge North Ward,West Midlands,DY5 2QP,01593-647422
Rachel Hermione,Le,RHL0992,Rachel.Hermione.Le@dtaa.com,IndustrialEngineer,3 - Manufacturing,1 - IndustrialEngineering,,Grant Tyrone Doyle,LB666900D,148 Rembrandt St,Warlingham,Surrey,CR6 9SW,01731-573285
Constance Audrey,Hicks,CAH0936,Constance.Audrey.Hicks@dtaa.com,ComputerScientist,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,EF331303A,2200 Nelson St #58,Newport,Isle of Wight,PO30 5AL,01378-845450
Ivor Amir,Tucker,IAT0263,Ivor.Amir.Tucker@dtaa.com,MaterialsEngineer,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,YD045396B,,,,,01391-238570
Piper Sasha,Fuentes,PSF0133,Piper.Sasha.Fuentes@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,LB947380B,9165 Primrose St,Darnall Ward,"Yorkshire, South",S4 7WN,01964-503521
Deanna Imelda,Blanchard,DIB0285,Deanna.Imelda.Blanchard@dtaa.com,ElectricalEngineer,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,RJ523623A,9 Pengwern St,Marldon,Devon,TQ3 1SA,01908-714833
Mariko Olga,Snyder,MOS0047,Mariko.Olga.Snyder@dtaa.com,ITAdmin,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,HA270968B,4410 Tarlton St,Prestatyn Community,Denbighshire,LL19 9EG,01600-982590
Shelby Lila,Turner,SLT0907,Shelby.Lila.Turner@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,MD556612C,,,,,01683-204727
Eric Gray,Duncan,EGD0132,Eric.Gray.Duncan@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,QF446031A,99 Guthrie St,New Milton,Hampshire,BH25 5DF,01641-726098
Raphael Aristotle,Ray,RAR0725,Raphael.Aristotle.Ray@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,XJ215617D,7 Richmond St,Parkham,Devon,EX39 5DJ,01304-758732
Wynter Rose,Mercer,WRM0963,Wynter.Rose.Mercer@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,CN978490C,,,,,01955-496773
Samuel Eden,James,SEJ0677,Samuel.Eden.James@dtaa.com,Mathematician,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,LR013103C,,,,,01731-429712
Benjamin Ignatius,Hooper,BIH0745,Benjamin.Ignatius.Hooper@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,JI689325C,4 Forrest St,Weston-Super-Mare,North Somerset,BS23 3HG,01567-846944
Bevis Brady,Sheppard,BBS0039,Bevis.Brady.Sheppard@dtaa.com,ITAdmin,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,QG911920B,89 Noon St,Carbrooke,Norfolk,IP25 6JQ,01583-168158
Blair Deborah,Vaughn,BDV0168,Blair.Deborah.Vaughn@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,YA546024B,24 Bolton St,"Broxburn, Uphall and Winchburg",West Lothian,EH52 5TL,01813-786468
Amir Hayden,Gray,AHG0634,Amir.Hayden.Gray@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,UR791351C,,,,,01356-551432
Jarrod Malik,Burris,JMB0308,Jarrod.Malik.Burris@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,JF536012C,2150 Morley St,Dee Ward,Dumfries and Galloway,DG8 7DE,01907-573672
Elijah Gary,Diaz,EGD0409,Elijah.Gary.Diaz@dtaa.com,ElectricalEngineer,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,TO449836C,,,,,01532-163009
Evelyn Sarah,Reilly,ESR0693,Evelyn.Sarah.Reilly@dtaa.com,ComputerScientist,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,YV745248C,,,,,01845-679016
Lane Oleg,Mclaughlin,LOM0086,Lane.Oleg.Mclaughlin@dtaa.com,ElectricalEngineer,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,EZ052176D,,,,,01695-303367
Rebecca Kelsie,Daugherty,RKD0604,Rebecca.Kelsie.Daugherty@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,ZS214664D,5 Hygeia St,Loundsley Green Ward,Derbyshire,S40 4LY,01752-399931
Leslie Cassandra,Colon,LCC0819,Leslie.Cassandra.Colon@dtaa.com,ComputerProgrammer,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,DY046498B,620 Northampton St,Wilmington,Kent,DA2 7PP,01455-447890
Sawyer Arden,Puckett,SAP0867,Sawyer.Arden.Puckett@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,IM449244A,,,,,01699-467608
Eugenia Hannah,Blanchard,EHB0824,Eugenia.Hannah.Blanchard@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,WH343665D,45 Bradfield St #166,Parwich,Derbyshire,DE6 1QN,01821-208235
Jonathan Gary,Terry,JGT0221,Jonathan.Gary.Terry@dtaa.com,ITAdmin,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,ET000067D,929 Augustine St,Staple Hill Ward,South Gloucestershire,BS16 4LL,01564-503370
Rae Melissa,Wilson,RMW0542,Rae.Melissa.Wilson@dtaa.com,Mathematician,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,GG882862C,20 Gloucester Pl #96,Chirton Ward,Tyne & Wear,NE29 7AD,01523-372834
Mallory Charissa,Dixon,MCD0125,Mallory.Charissa.Dixon@dtaa.com,MechanicalEngineer,3 - Manufacturing,2 - ManufacturingEngineering,,Fritz Dale Ellison,IA492401C,,,,,01295-844061
Lavinia Justine,Richmond,LJR0523,Lavinia.Justine.Richmond@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,QI032015A,7457 Cowl St #70,Bargate Ward,Southampton,SO14 3TY,01632-762032
Philip Nathan,Logan,PNL0301,Philip.Nathan.Logan@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,AQ446283A,9472 Lind St,Desborough,Northamptonshire,NN14 2GH,01559-403415
Jerry Tad,Mccall,JTM0223,Jerry.Tad.Mccall@dtaa.com,ITAdmin,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,DI186195D,5396 Forth Street,Greets Green and Lyng Ward,West Midlands,B70 9DT,01315-409372
Drew Ivan,Beck,DIB0081,Drew.Ivan.Beck@dtaa.com,MechanicalEngineer,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,LO043194D,,,,,01317-299836
Athena Amelia,Foreman,AAF0535,Athena.Amelia.Foreman@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,CE622778B,505 Exeter Rd,Hawerby cum Beesby,Lincolnshire,DN36 5RP,01746-129962
Kareem Porter,Collins,KPC0073,Kareem.Porter.Collins@dtaa.com,ComputerScientist,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,WH815702B,8 Moor Place,East Southbourne and Tuckton W,Bournemouth,BH6 3BE,01840-188852
Howard Wing,Yang,HWY0038,Howard.Wing.Yang@dtaa.com,ITAdmin,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,GM771341D,,,,,01539-784239
Delilah Pearl,Schneider,DPS0262,Delilah.Pearl.Schneider@dtaa.com,ElectricalEngineer,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,OP052300A,,,,,01775-876516
Buffy Vivien,Nichols,BVN0514,Buffy.Vivien.Nichols@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,WI608051A,,,,,01741-833047
Gareth Thomas,Dickson,GTD0219,Gareth.Thomas.Dickson@dtaa.com,ITAdmin,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,WS478514C,5 Binney St,Abbey Ward,Buckinghamshire,HP11 2AX,01748-535438
Brynn Madeline,Sherman,BMS0877,Brynn.Madeline.Sherman@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,QS337188A,,,,,01654-865551
Cathleen Samantha,Craig,CSC0217,Cathleen.Samantha.Craig@dtaa.com,ITAdmin,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,WN282052D,14 Taylor St,St. Stephens Ward,Kent,CT2 7PP,01973-841918
Burke Rooney,Stafford,BRS0734,Burke.Rooney.Stafford@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,CH703909A,,,,,01914-909214
Hadley Rhona,Dillon,HRD0635,Hadley.Rhona.Dillon@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,TM040964D,,,,,01822-390245
Cecilia Yuri,Ashley,CYA0506,Cecilia.Yuri.Ashley@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,GZ381591B,,,,,01463-409090
Louis Hyatt,Bruce,LHB0606,Louis.Hyatt.Bruce@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,FX191532C,,,,,01770-233355
Martin Armand,Douglas,MAD0496,Martin.Armand.Douglas@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,AX598290C,,,,,01727-926540
Madonna Veronica,Hardy,MVH0373,Madonna.Veronica.Hardy@dtaa.com,ITAdmin,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,PS655357D,,,,,01515-840778
Christine Reagan,Deleon,CRD0624,Christine.Reagan.Deleon@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,GC157584D,,,,,01666-133305
Amal Alexander,Shelton,AAS0442,Amal.Alexander.Shelton@dtaa.com,Technician,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,VX089053C,,,,,01203-684728
Caesar Allen,Cash,CAC0889,Caesar.Allen.Cash@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,YH009213A,,,,,01934-252795
Oscar Laith,Berger,OLB0749,Oscar.Laith.Berger@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,NW053431B,,,,,01578-744350
Jeremy Rooney,Henderson,JRH0455,Jeremy.Rooney.Henderson@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,HU993330A,,,,,01624-595660
Carl Ferdinand,Wong,CFW0264,Carl.Ferdinand.Wong@dtaa.com,MaterialsEngineer,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,HW532175A,,,,,01305-958705
Raya Regan,Church,RRC0553,Raya.Regan.Church@dtaa.com,Physicist,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,OY964189A,,,,,01277-740331
Devin Abdul,Rogers,DAR0885,Devin.Abdul.Rogers@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,BT318238D,,,,,01374-376226
Quynn Odessa,Sanford,QOS0878,Quynn.Odessa.Sanford@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,QH263661B,,,,,01902-887021
Marshall Benjamin,Wilcox,MBW0809,Marshall.Benjamin.Wilcox@dtaa.com,ComputerScientist,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,GR830504C,,,,,01337-407282
